delivery_partner_id,total_deliveries,on_time_deliveries,avg_delay_mins,total_revenue,on_time_pct,performance_rating
23009,1,1,0.0,1905.92,100.0,Excellent
23014,1,0,3.0,3740.13,0.0,Poor
23019,1,1,-2.0,4745.09,100.0,Excellent
23030,1,1,-3.0,1535.36,100.0,Excellent
23035,1,1,-5.0,841.61,100.0,Excellent
23074,1,0,8.0,1427.84,0.0,Poor
23075,1,0,6.0,2878.88,0.0,Poor
23093,1,0,9.0,1207.28,0.0,Poor
23099,1,1,-4.0,3870.08,100.0,Excellent
23133,1,0,2.0,1908.42,0.0,Poor
23145,1,0,6.0,3111.71,0.0,Poor
23150,1,1,-2.0,3604.38,100.0,Excellent
23163,1,0,5.0,2041.18,0.0,Poor
23178,1,0,23.0,5123.14,0.0,Poor
23191,1,1,-1.0,2853.43,100.0,Excellent
23195,1,1,-2.0,869.22,100.0,Excellent
23219,1,0,10.0,679.28,0.0,Poor
23236,1,1,-5.0,2081.26,100.0,Excellent
23255,1,0,3.0,722.02,0.0,Poor
23293,1,0,14.0,1185.57,0.0,Poor
23297,1,0,28.0,2801.84,0.0,Poor
23311,1,1,-4.0,2440.67,100.0,Excellent
23324,1,0,10.0,2858.7,0.0,Poor
23334,1,0,15.0,1827.41,0.0,Poor
23389,1,1,-3.0,4216.31,100.0,Excellent
23409,1,0,14.0,4153.66,0.0,Poor
23426,1,0,29.0,918.45,0.0,Poor
23429,1,0,14.0,1635.94,0.0,Poor
23439,1,1,-1.0,2313.35,100.0,Excellent
23471,1,1,0.0,1010.85,100.0,Excellent
23488,1,0,1.0,3580.46,0.0,Poor
23492,1,0,1.0,212.14,0.0,Poor
23501,1,1,-1.0,530.85,100.0,Excellent
23513,1,1,-2.0,3321.58,100.0,Excellent
23515,1,0,1.0,3099.29,0.0,Poor
23570,1,1,-4.0,1299.62,100.0,Excellent
23578,1,1,-1.0,316.02,100.0,Excellent
23582,1,1,-1.0,1848.22,100.0,Excellent
23596,1,0,5.0,96.09,0.0,Poor
23600,1,1,0.0,1813.08,100.0,Excellent
23603,1,0,11.0,935.81,0.0,Poor
23606,1,1,-3.0,949.22,100.0,Excellent
23663,1,1,-4.0,1592.03,100.0,Excellent
23667,1,0,3.0,1073.53,0.0,Poor
23681,1,0,28.0,3822.25,0.0,Poor
23690,1,1,-1.0,2655.22,100.0,Excellent
23696,1,1,-4.0,4099.53,100.0,Excellent
23727,1,1,-2.0,1864.85,100.0,Excellent
23782,1,0,8.0,2331.5,0.0,Poor
23787,1,0,23.0,1726.02,0.0,Poor
23823,1,0,22.0,768.27,0.0,Poor
23828,1,0,26.0,5245.35,0.0,Poor
23850,1,1,-5.0,4262.19,100.0,Excellent
23890,1,0,28.0,967.96,0.0,Poor
23910,1,1,-1.0,5019.02,100.0,Excellent
23919,1,1,-1.0,2304.85,100.0,Excellent
23927,1,0,22.0,1623.51,0.0,Poor
23973,1,1,-2.0,5337.58,100.0,Excellent
23975,1,1,-5.0,1608.96,100.0,Excellent
24003,1,0,1.0,2700.37,0.0,Poor
24006,1,1,-3.0,4854.45,100.0,Excellent
24026,1,1,0.0,3448.92,100.0,Excellent
24043,1,1,-5.0,3536.2,100.0,Excellent
24070,1,1,-4.0,2570.78,100.0,Excellent
24078,1,0,14.0,316.02,0.0,Poor
24098,1,0,5.0,2507.31,0.0,Poor
24100,1,0,3.0,4419.03,0.0,Poor
24116,1,0,1.0,3539.79,0.0,Poor
24142,1,0,4.0,2386.48,0.0,Poor
24168,1,1,0.0,976.55,100.0,Excellent
24170,1,1,-4.0,6161.48,100.0,Excellent
24179,1,0,1.0,1588.47,0.0,Poor
24182,1,0,2.0,2441.75,0.0,Poor
24203,1,1,-2.0,2825.52,100.0,Excellent
24246,1,1,-3.0,940.61,100.0,Excellent
24272,1,1,-4.0,2839.16,100.0,Excellent
24294,1,0,2.0,1449.45,0.0,Poor
24295,1,1,-1.0,134.69,100.0,Excellent
24307,1,0,2.0,697.26,0.0,Poor
24389,1,0,1.0,3040.52,0.0,Poor
24395,1,0,4.0,2469.41,0.0,Poor
24417,1,0,4.0,2867.18,0.0,Poor
24469,1,0,4.0,2386.24,0.0,Poor
24475,1,0,3.0,2024.16,0.0,Poor
24481,1,0,4.0,1443.5,0.0,Poor
24486,1,1,-4.0,2966.09,100.0,Excellent
24492,1,0,23.0,4095.18,0.0,Poor
24502,1,1,-2.0,2129.22,100.0,Excellent
24508,1,0,13.0,3157.47,0.0,Poor
24511,1,1,-3.0,3962.96,100.0,Excellent
24588,1,0,2.0,908.37,0.0,Poor
24591,1,0,3.0,2987.17,0.0,Poor
24605,1,0,21.0,2112.34,0.0,Poor
24612,1,0,11.0,481.63,0.0,Poor
24637,1,1,0.0,3945.48,100.0,Excellent
24647,1,0,13.0,965.37,0.0,Poor
24651,1,0,3.0,5278.23,0.0,Poor
24700,1,0,1.0,317.05,0.0,Poor
24708,1,0,8.0,3334.82,0.0,Poor
24730,1,1,-1.0,902.25,100.0,Excellent
24784,1,1,-5.0,1001.25,100.0,Excellent
24830,1,1,0.0,354.91,100.0,Excellent
24839,1,1,-3.0,671.55,100.0,Excellent
24846,1,0,3.0,3712.25,0.0,Poor
24856,1,0,3.0,2160.02,0.0,Poor
24863,1,0,3.0,3034.51,0.0,Poor
24877,1,0,28.0,2379.23,0.0,Poor
24881,1,0,8.0,604.1,0.0,Poor
24889,1,1,-3.0,1807.66,100.0,Excellent
24899,1,1,-4.0,918.86,100.0,Excellent
24901,1,1,-4.0,4509.16,100.0,Excellent
24906,1,0,27.0,2832.2,0.0,Poor
24936,1,1,-5.0,4088.52,100.0,Excellent
24941,1,0,2.0,3850.67,0.0,Poor
24964,1,0,30.0,2512.67,0.0,Poor
24981,1,0,13.0,3273.82,0.0,Poor
25002,1,1,-1.0,738.74,100.0,Excellent
25007,1,0,6.0,2904.43,0.0,Poor
25009,1,0,2.0,3018.53,0.0,Poor
25049,1,0,2.0,3434.25,0.0,Poor
25092,1,0,7.0,2832.35,0.0,Poor
25105,1,0,9.0,3585.38,0.0,Poor
25109,1,0,10.0,4027.04,0.0,Poor
25125,1,0,3.0,3686.28,0.0,Poor
25134,1,0,1.0,2975.65,0.0,Poor
25174,1,0,13.0,3550.23,0.0,Poor
25181,1,1,0.0,837.78,100.0,Excellent
25231,1,0,11.0,1086.05,0.0,Poor
25251,1,0,19.0,2687.31,0.0,Poor
25295,1,1,-4.0,780.0,100.0,Excellent
25333,1,1,-5.0,481.63,100.0,Excellent
25394,1,0,2.0,1766.79,0.0,Poor
25395,1,1,-4.0,2467.57,100.0,Excellent
25400,1,0,11.0,1538.3,0.0,Poor
25423,1,1,-4.0,1917.32,100.0,Excellent
25443,1,1,-2.0,4410.34,100.0,Excellent
25472,1,1,-4.0,3398.76,100.0,Excellent
25541,1,1,-1.0,2259.19,100.0,Excellent
25542,1,0,24.0,209.59,0.0,Poor
25547,1,0,11.0,3063.23,0.0,Poor
25552,1,0,10.0,2564.44,0.0,Poor
25584,1,1,0.0,1939.92,100.0,Excellent
25599,1,0,2.0,864.3,0.0,Poor
25656,1,0,25.0,4585.63,0.0,Poor
25691,1,0,3.0,1267.5,0.0,Poor
25706,1,0,3.0,1622.5,0.0,Poor
25713,1,0,8.0,4782.5,0.0,Poor
25730,1,0,4.0,1943.59,0.0,Poor
25765,1,1,-3.0,144.19,100.0,Excellent
25868,1,1,-2.0,2047.24,100.0,Excellent
25906,1,0,14.0,3251.31,0.0,Poor
25910,1,0,11.0,2583.14,0.0,Poor
25912,1,1,-2.0,3279.72,100.0,Excellent
25932,1,0,7.0,3008.01,0.0,Poor
25965,1,0,5.0,3835.39,0.0,Poor
25971,1,1,-1.0,612.04,100.0,Excellent
25984,1,1,-4.0,3571.53,100.0,Excellent
25991,1,1,-3.0,2259.17,100.0,Excellent
25992,1,0,12.0,5268.01,0.0,Poor
25997,1,0,10.0,3988.72,0.0,Poor
26008,1,0,5.0,2043.65,0.0,Poor
26018,1,0,3.0,2141.39,0.0,Poor
26070,1,0,3.0,3777.74,0.0,Poor
26109,1,0,2.0,319.8,0.0,Poor
26110,1,1,0.0,1889.35,100.0,Excellent
26126,1,1,-2.0,3067.7,100.0,Excellent
26141,1,1,-1.0,2602.63,100.0,Excellent
26193,1,0,4.0,1404.2,0.0,Poor
26266,1,1,0.0,4124.32,100.0,Excellent
26304,1,0,5.0,2924.55,0.0,Poor
26359,1,0,8.0,2786.32,0.0,Poor
26395,1,0,12.0,1682.78,0.0,Poor
26396,1,1,-1.0,2865.64,100.0,Excellent
26429,1,0,10.0,3147.43,0.0,Poor
26442,1,0,12.0,2834.89,0.0,Poor
26464,1,0,1.0,1618.32,0.0,Poor
26471,1,1,-5.0,4818.86,100.0,Excellent
26493,1,1,-1.0,418.48,100.0,Excellent
26508,1,0,9.0,814.33,0.0,Poor
26520,1,1,-4.0,2117.45,100.0,Excellent
26537,1,0,15.0,3772.26,0.0,Poor
26604,1,1,-5.0,1198.33,100.0,Excellent
26609,1,0,20.0,4787.67,0.0,Poor
26621,1,0,15.0,959.01,0.0,Poor
26657,1,0,5.0,2787.46,0.0,Poor
26660,1,0,5.0,3909.99,0.0,Poor
26672,1,1,-4.0,163.03,100.0,Excellent
26714,1,0,4.0,1816.47,0.0,Poor
26718,1,0,13.0,4329.87,0.0,Poor
26723,1,0,19.0,2667.33,0.0,Poor
26727,1,0,1.0,2542.56,0.0,Poor
26730,1,0,1.0,1877.95,0.0,Poor
26740,1,1,0.0,1369.75,100.0,Excellent
26749,1,0,10.0,1012.07,0.0,Poor
26761,1,1,-3.0,3069.89,100.0,Excellent
26809,1,1,0.0,2037.9,100.0,Excellent
26888,1,1,-5.0,4517.75,100.0,Excellent
26934,1,0,4.0,1494.23,0.0,Poor
26978,1,1,-2.0,2739.54,100.0,Excellent
26989,1,1,-5.0,697.53,100.0,Excellent
26992,1,0,2.0,3412.11,0.0,Poor
27018,1,0,3.0,3069.34,0.0,Poor
27027,1,0,11.0,3331.28,0.0,Poor
27028,1,0,14.0,4091.52,0.0,Poor
27064,1,1,-1.0,1024.08,100.0,Excellent
27103,1,1,-3.0,1756.4,100.0,Excellent
27119,1,0,5.0,171.2,0.0,Poor
27168,1,0,21.0,1496.54,0.0,Poor
27171,1,1,-3.0,426.72,100.0,Excellent
27180,1,1,-4.0,1379.52,100.0,Excellent
27187,1,0,27.0,1850.58,0.0,Poor
27197,1,0,2.0,2136.82,0.0,Poor
27204,1,1,-5.0,418.48,100.0,Excellent
27208,1,1,-3.0,4111.84,100.0,Excellent
27226,1,1,-5.0,1284.92,100.0,Excellent
27293,1,1,-1.0,2184.02,100.0,Excellent
27324,1,0,4.0,1159.93,0.0,Poor
27328,1,0,6.0,461.74,0.0,Poor
27338,1,0,10.0,1080.33,0.0,Poor
27342,1,0,10.0,2161.8,0.0,Poor
27358,1,0,1.0,2007.76,0.0,Poor
27372,1,1,-2.0,2310.95,100.0,Excellent
27400,1,1,0.0,2747.64,100.0,Excellent
27452,1,1,0.0,3212.41,100.0,Excellent
27478,1,1,-1.0,4198.33,100.0,Excellent
27514,1,0,15.0,4787.26,0.0,Poor
27520,1,0,2.0,2930.92,0.0,Poor
27586,1,0,4.0,1751.17,0.0,Poor
27605,1,1,-4.0,1310.7,100.0,Excellent
27625,1,0,3.0,2912.9,0.0,Poor
27659,1,0,24.0,3271.34,0.0,Poor
27663,1,0,2.0,1223.58,0.0,Poor
27664,1,0,24.0,3877.99,0.0,Poor
27695,1,0,13.0,1817.16,0.0,Poor
27708,1,1,-3.0,4324.68,100.0,Excellent
27735,1,0,2.0,5349.56,0.0,Poor
27774,1,1,-5.0,370.06,100.0,Excellent
27801,1,0,18.0,2614.94,0.0,Poor
27819,1,0,5.0,3370.17,0.0,Poor
27838,1,0,4.0,2592.56,0.0,Poor
27873,1,0,27.0,975.06,0.0,Poor
27884,1,0,9.0,3298.22,0.0,Poor
27906,1,0,26.0,3376.0,0.0,Poor
27914,1,1,0.0,2341.08,100.0,Excellent
27946,1,0,26.0,1623.98,0.0,Poor
27952,1,1,-2.0,2372.01,100.0,Excellent
27976,1,0,5.0,1083.52,0.0,Poor
27993,1,0,9.0,1872.01,0.0,Poor
28004,1,0,15.0,832.1,0.0,Poor
28012,1,0,1.0,1175.35,0.0,Poor
28017,1,1,-4.0,2236.64,100.0,Excellent
28092,1,1,-3.0,2780.28,100.0,Excellent
28144,1,0,9.0,2358.76,0.0,Poor
28150,1,0,10.0,3480.03,0.0,Poor
28164,1,0,6.0,760.54,0.0,Poor
28174,1,0,21.0,372.99,0.0,Poor
28216,1,1,-2.0,1785.63,100.0,Excellent
28230,1,0,3.0,3201.25,0.0,Poor
28254,1,1,0.0,134.69,100.0,Excellent
28270,1,1,0.0,1031.54,100.0,Excellent
28336,1,0,10.0,843.03,0.0,Poor
28341,1,1,-4.0,2659.09,100.0,Excellent
28344,1,1,-1.0,1825.82,100.0,Excellent
28346,1,0,2.0,4991.59,0.0,Poor
28356,1,1,-5.0,2722.55,100.0,Excellent
28367,1,0,5.0,3303.03,0.0,Poor
28392,1,0,18.0,2731.48,0.0,Poor
28405,1,1,-1.0,517.03,100.0,Excellent
28414,1,1,0.0,3048.43,100.0,Excellent
28416,1,0,5.0,3144.56,0.0,Poor
28450,1,0,2.0,4205.08,0.0,Poor
28456,1,1,-4.0,1797.36,100.0,Excellent
28461,1,0,5.0,597.91,0.0,Poor
28470,1,1,-4.0,3883.05,100.0,Excellent
28472,1,0,3.0,5088.41,0.0,Poor
28491,1,0,16.0,430.41,0.0,Poor
28575,1,0,22.0,1091.89,0.0,Poor
28578,1,0,3.0,3570.08,0.0,Poor
28584,1,1,0.0,938.72,100.0,Excellent
28593,1,0,9.0,2118.04,0.0,Poor
28600,1,0,1.0,611.71,0.0,Poor
28632,1,1,-2.0,4044.58,100.0,Excellent
28635,1,0,12.0,4369.13,0.0,Poor
28643,1,0,5.0,1239.9,0.0,Poor
28675,1,1,-4.0,923.84,100.0,Excellent
28683,1,0,1.0,2790.82,0.0,Poor
28724,1,1,0.0,1067.61,100.0,Excellent
28726,1,0,7.0,5011.05,0.0,Poor
28727,1,0,4.0,3631.19,0.0,Poor
28767,1,1,-5.0,1894.83,100.0,Excellent
28786,1,0,12.0,3218.62,0.0,Poor
28852,1,0,4.0,242.57,0.0,Poor
28872,1,0,9.0,1334.05,0.0,Poor
28894,1,0,23.0,4374.94,0.0,Poor
28954,1,0,18.0,4876.13,0.0,Poor
28967,1,0,5.0,3195.45,0.0,Poor
28979,1,0,3.0,2681.87,0.0,Poor
29001,1,1,-3.0,806.56,100.0,Excellent
29019,1,0,5.0,4272.81,0.0,Poor
29024,1,0,9.0,3503.23,0.0,Poor
29051,1,1,-4.0,1065.22,100.0,Excellent
29113,1,0,3.0,1796.47,0.0,Poor
29135,1,0,8.0,769.21,0.0,Poor
29169,1,0,7.0,672.73,0.0,Poor
29174,1,0,1.0,1307.18,0.0,Poor
29182,1,0,2.0,1729.82,0.0,Poor
29223,1,0,2.0,435.28,0.0,Poor
29228,1,0,2.0,1756.09,0.0,Poor
29273,1,0,1.0,901.58,0.0,Poor
29293,1,0,23.0,5146.2,0.0,Poor
29335,1,1,-5.0,1730.26,100.0,Excellent
29343,1,0,2.0,4371.79,0.0,Poor
29353,1,1,-1.0,2309.81,100.0,Excellent
29382,1,0,2.0,1011.38,0.0,Poor
29388,1,0,16.0,3933.27,0.0,Poor
29418,1,1,-2.0,4723.23,100.0,Excellent
29429,1,1,0.0,4752.89,100.0,Excellent
29442,1,1,-1.0,2129.39,100.0,Excellent
29466,1,0,17.0,1427.18,0.0,Poor
29471,1,0,3.0,3453.75,0.0,Poor
29476,1,1,-3.0,4761.85,100.0,Excellent
29507,1,0,1.0,1839.4,0.0,Poor
29553,1,0,3.0,190.09,0.0,Poor
29558,1,0,4.0,2552.45,0.0,Poor
29561,1,1,0.0,831.1,100.0,Excellent
29566,1,0,6.0,983.81,0.0,Poor
29600,1,0,10.0,1710.16,0.0,Poor
29606,1,0,29.0,2969.87,0.0,Poor
29611,1,1,-3.0,517.77,100.0,Excellent
29641,1,1,-3.0,2708.71,100.0,Excellent
29646,1,0,2.0,572.4,0.0,Poor
29650,1,0,5.0,2243.07,0.0,Poor
29664,1,1,-2.0,321.33,100.0,Excellent
29740,1,1,-5.0,2368.7,100.0,Excellent
29750,1,1,-2.0,2623.19,100.0,Excellent
29752,1,0,2.0,711.91,0.0,Poor
29754,1,0,4.0,2653.37,0.0,Poor
29782,1,0,2.0,3330.44,0.0,Poor
29783,1,1,-3.0,3502.77,100.0,Excellent
29809,1,1,-2.0,999.83,100.0,Excellent
29830,1,1,-2.0,3211.74,100.0,Excellent
29837,1,0,21.0,786.85,0.0,Poor
29892,1,1,-1.0,3936.68,100.0,Excellent
29907,1,1,0.0,3427.43,100.0,Excellent
29916,1,1,-1.0,878.07,100.0,Excellent
29917,1,1,-3.0,491.39,100.0,Excellent
29930,1,0,9.0,1725.22,0.0,Poor
29940,1,1,-2.0,1918.92,100.0,Excellent
29942,1,0,14.0,885.08,0.0,Poor
29946,1,0,14.0,2859.77,0.0,Poor
29947,1,1,0.0,681.54,100.0,Excellent
29950,1,0,12.0,598.83,0.0,Poor
29959,1,0,7.0,2190.84,0.0,Poor
29986,1,0,1.0,2274.19,0.0,Poor
29995,1,0,3.0,1904.93,0.0,Poor
29998,1,1,-3.0,1826.22,100.0,Excellent
30003,1,0,3.0,443.03,0.0,Poor
30040,1,0,2.0,1460.54,0.0,Poor
30054,1,0,2.0,296.94,0.0,Poor
30057,1,1,-2.0,4784.85,100.0,Excellent
30064,1,0,13.0,1432.65,0.0,Poor
30114,1,1,-4.0,3091.49,100.0,Excellent
30128,1,0,7.0,941.87,0.0,Poor
30138,1,0,4.0,4185.2,0.0,Poor
30143,1,1,-1.0,1386.61,100.0,Excellent
30168,1,0,2.0,1379.82,0.0,Poor
30179,1,0,4.0,1805.43,0.0,Poor
30186,1,1,-4.0,3474.38,100.0,Excellent
30190,1,0,6.0,2871.14,0.0,Poor
30194,1,1,-4.0,651.93,100.0,Excellent
30251,1,1,-1.0,2352.18,100.0,Excellent
30254,1,0,1.0,4074.16,0.0,Poor
30255,1,0,5.0,13.25,0.0,Poor
30271,1,0,5.0,2357.91,0.0,Poor
30283,1,1,-4.0,2809.38,100.0,Excellent
30298,1,1,-2.0,1300.04,100.0,Excellent
30330,1,1,-4.0,1866.01,100.0,Excellent
30335,1,1,0.0,1897.97,100.0,Excellent
30345,1,0,1.0,1276.25,0.0,Poor
30354,1,1,-2.0,97.04,100.0,Excellent
30358,1,1,-3.0,3522.38,100.0,Excellent
30364,1,1,-3.0,3736.39,100.0,Excellent
30422,1,0,5.0,3064.83,0.0,Poor
30432,1,1,-3.0,2731.77,100.0,Excellent
30435,1,0,3.0,3736.79,0.0,Poor
30480,1,1,-2.0,5996.96,100.0,Excellent
30489,1,1,-1.0,1712.9,100.0,Excellent
30506,1,1,0.0,4193.2,100.0,Excellent
30573,1,1,0.0,995.98,100.0,Excellent
30587,1,0,5.0,415.75,0.0,Poor
30662,1,1,-1.0,1662.15,100.0,Excellent
30671,1,1,-4.0,1838.03,100.0,Excellent
30697,1,0,7.0,3405.22,0.0,Poor
30746,1,1,0.0,328.51,100.0,Excellent
30771,1,1,0.0,1497.01,100.0,Excellent
30833,1,0,2.0,422.23,0.0,Poor
30893,1,0,2.0,3391.72,0.0,Poor
30906,1,1,-2.0,3051.04,100.0,Excellent
30907,1,0,7.0,3377.44,0.0,Poor
30910,1,1,-5.0,2455.06,100.0,Excellent
30915,1,0,5.0,3393.04,0.0,Poor
30929,1,0,12.0,2663.89,0.0,Poor
30973,1,1,-2.0,2255.0,100.0,Excellent
30985,1,1,-2.0,3688.89,100.0,Excellent
31014,1,0,5.0,3575.33,0.0,Poor
31046,1,0,11.0,1393.12,0.0,Poor
31077,1,1,-3.0,2240.09,100.0,Excellent
31133,1,1,-5.0,3915.04,100.0,Excellent
31204,1,1,0.0,225.21,100.0,Excellent
31210,1,0,5.0,1094.79,0.0,Poor
31212,1,1,0.0,2902.2,100.0,Excellent
31213,1,0,5.0,1198.97,0.0,Poor
31219,1,0,8.0,1686.55,0.0,Poor
31244,1,1,-5.0,1994.43,100.0,Excellent
31296,1,0,3.0,2008.1,0.0,Poor
31304,1,0,15.0,5294.27,0.0,Poor
31307,1,0,16.0,5414.01,0.0,Poor
31310,1,0,5.0,2843.12,0.0,Poor
31314,1,0,13.0,1781.83,0.0,Poor
31328,1,0,19.0,5183.38,0.0,Poor
31379,1,0,9.0,1640.29,0.0,Poor
31384,1,0,14.0,2000.2,0.0,Poor
31405,1,0,9.0,316.02,0.0,Poor
31410,1,0,12.0,1253.38,0.0,Poor
31425,1,1,0.0,1230.3,100.0,Excellent
31462,1,0,13.0,367.08,0.0,Poor
31475,1,0,7.0,1702.84,0.0,Poor
31495,1,1,-1.0,4053.52,100.0,Excellent
31515,1,0,6.0,2753.36,0.0,Poor
31516,1,0,3.0,1829.29,0.0,Poor
31527,1,0,14.0,1365.37,0.0,Poor
31574,1,0,13.0,832.06,0.0,Poor
31584,1,1,-4.0,3043.5,100.0,Excellent
31624,1,0,11.0,1534.73,0.0,Poor
31637,1,1,-3.0,3831.31,100.0,Excellent
31701,1,0,2.0,994.56,0.0,Poor
31710,1,1,-1.0,2101.11,100.0,Excellent
31737,1,0,7.0,2976.93,0.0,Poor
31783,1,0,28.0,769.83,0.0,Poor
31823,1,0,26.0,2082.1,0.0,Poor
31849,1,0,2.0,994.56,0.0,Poor
31883,1,0,1.0,3090.37,0.0,Poor
31900,1,1,-2.0,4005.87,100.0,Excellent
31909,1,0,2.0,215.65,0.0,Poor
31926,1,0,12.0,3788.27,0.0,Poor
31963,1,0,15.0,96.33,0.0,Poor
31980,1,1,0.0,441.87,100.0,Excellent
31983,1,0,5.0,3002.12,0.0,Poor
32008,1,0,23.0,1762.54,0.0,Poor
32010,1,1,-4.0,2453.12,100.0,Excellent
32011,1,1,-1.0,281.73,100.0,Excellent
32026,1,0,6.0,3773.85,0.0,Poor
32044,1,0,17.0,2302.74,0.0,Poor
32053,1,0,12.0,2549.18,0.0,Poor
32062,1,1,-4.0,4041.64,100.0,Excellent
32067,1,0,21.0,3039.25,0.0,Poor
32084,1,0,13.0,2393.81,0.0,Poor
32085,1,1,0.0,1758.62,100.0,Excellent
32090,1,0,12.0,1178.88,0.0,Poor
32093,1,0,27.0,2024.65,0.0,Poor
32165,1,0,10.0,2279.72,0.0,Poor
32176,1,0,18.0,826.21,0.0,Poor
32179,1,0,9.0,2455.38,0.0,Poor
32217,1,0,2.0,2722.78,0.0,Poor
32237,1,1,-5.0,1791.07,100.0,Excellent
32296,1,0,5.0,3579.41,0.0,Poor
32303,1,1,-5.0,3491.53,100.0,Excellent
32309,1,0,3.0,2002.09,0.0,Poor
32312,1,1,-3.0,933.3,100.0,Excellent
32382,1,0,1.0,1633.54,0.0,Poor
32388,1,0,3.0,169.88,0.0,Poor
32432,1,0,1.0,1615.25,0.0,Poor
32434,1,1,-4.0,264.89,100.0,Excellent
32462,1,0,4.0,847.01,0.0,Poor
32488,1,1,-1.0,1597.81,100.0,Excellent
32490,1,1,-2.0,1210.9,100.0,Excellent
32500,1,0,10.0,1311.74,0.0,Poor
32553,1,1,-3.0,3834.36,100.0,Excellent
32558,1,0,9.0,4408.49,0.0,Poor
32566,1,0,3.0,934.98,0.0,Poor
32567,1,1,-3.0,781.08,100.0,Excellent
32581,1,1,-5.0,2254.26,100.0,Excellent
32589,1,0,11.0,483.24,0.0,Poor
32614,1,0,18.0,3567.36,0.0,Poor
32618,1,0,11.0,2618.07,0.0,Poor
32626,1,0,4.0,3905.34,0.0,Poor
32652,1,1,-3.0,326.56,100.0,Excellent
32659,1,0,13.0,5490.94,0.0,Poor
32681,1,0,25.0,1630.68,0.0,Poor
32690,1,0,3.0,2430.88,0.0,Poor
32711,1,0,8.0,5105.99,0.0,Poor
32714,1,0,2.0,2777.59,0.0,Poor
32726,1,1,0.0,1275.88,100.0,Excellent
32740,1,0,6.0,848.94,0.0,Poor
32746,1,1,-2.0,755.66,100.0,Excellent
32753,1,0,26.0,2568.24,0.0,Poor
32773,1,0,5.0,4433.0,0.0,Poor
32799,1,0,2.0,2555.75,0.0,Poor
32846,1,1,-2.0,889.75,100.0,Excellent
32851,1,0,1.0,1879.46,0.0,Poor
32873,1,1,-3.0,236.51,100.0,Excellent
32884,1,0,6.0,2389.83,0.0,Poor
32899,1,0,4.0,1851.18,0.0,Poor
32917,1,0,1.0,2558.43,0.0,Poor
32954,1,0,15.0,2605.29,0.0,Poor
32972,1,1,-3.0,1359.05,100.0,Excellent
32978,1,0,14.0,2884.57,0.0,Poor
32999,1,1,-1.0,3024.18,100.0,Excellent
33058,1,0,8.0,3180.96,0.0,Poor
33069,1,0,8.0,3313.64,0.0,Poor
33084,1,0,5.0,1588.66,0.0,Poor
33091,1,1,-1.0,2596.72,100.0,Excellent
33098,1,0,3.0,1252.01,0.0,Poor
33099,1,1,-3.0,68.49,100.0,Excellent
33119,1,0,5.0,2458.6,0.0,Poor
33125,1,0,1.0,4304.25,0.0,Poor
33162,1,1,-3.0,1032.4,100.0,Excellent
33170,1,0,5.0,4309.86,0.0,Poor
33183,1,0,1.0,4073.52,0.0,Poor
33195,1,0,14.0,1706.96,0.0,Poor
33207,1,0,3.0,225.21,0.0,Poor
33226,1,0,28.0,3673.15,0.0,Poor
33260,1,1,-5.0,2575.94,100.0,Excellent
33262,1,1,-5.0,1880.57,100.0,Excellent
33265,1,1,-1.0,2176.24,100.0,Excellent
33288,1,0,15.0,5488.33,0.0,Poor
33342,1,0,3.0,2333.7,0.0,Poor
33348,1,1,-2.0,695.62,100.0,Excellent
33360,1,0,1.0,951.43,0.0,Poor
33363,1,0,12.0,517.03,0.0,Poor
33387,1,0,9.0,2593.22,0.0,Poor
33402,1,0,2.0,5136.72,0.0,Poor
33403,1,0,3.0,2861.63,0.0,Poor
33447,1,0,1.0,307.23,0.0,Poor
33460,1,0,1.0,3523.86,0.0,Poor
33474,1,0,6.0,1700.52,0.0,Poor
33503,1,0,12.0,1238.18,0.0,Poor
33556,1,0,30.0,3369.19,0.0,Poor
33571,1,1,-4.0,310.69,100.0,Excellent
33604,1,1,-4.0,3536.17,100.0,Excellent
33620,1,0,10.0,3498.69,0.0,Poor
33639,1,1,-3.0,911.06,100.0,Excellent
33654,1,0,3.0,2524.06,0.0,Poor
33706,1,1,-1.0,2234.58,100.0,Excellent
33721,1,0,4.0,1545.49,0.0,Poor
33736,1,1,-3.0,4073.75,100.0,Excellent
33767,1,0,8.0,1487.04,0.0,Poor
33825,1,0,29.0,822.63,0.0,Poor
33831,1,0,2.0,3880.92,0.0,Poor
33843,1,1,0.0,1928.1,100.0,Excellent
33852,1,1,-1.0,3887.92,100.0,Excellent
33880,1,1,0.0,4537.51,100.0,Excellent
33913,1,1,-4.0,1018.02,100.0,Excellent
33915,1,1,-5.0,1648.07,100.0,Excellent
33962,1,1,-4.0,1495.6,100.0,Excellent
33983,1,0,8.0,4354.3,0.0,Poor
33984,1,0,15.0,1087.04,0.0,Poor
34007,1,0,4.0,1266.44,0.0,Poor
34016,1,0,30.0,486.97,0.0,Poor
34026,1,0,5.0,3400.58,0.0,Poor
34078,1,0,3.0,44.35,0.0,Poor
34121,1,0,15.0,2704.64,0.0,Poor
34127,1,0,15.0,1613.11,0.0,Poor
34174,1,0,5.0,1517.52,0.0,Poor
34181,1,0,10.0,2326.58,0.0,Poor
34201,1,1,-5.0,831.43,100.0,Excellent
34205,1,0,7.0,3929.07,0.0,Poor
34208,1,0,2.0,551.88,0.0,Poor
34218,1,0,4.0,5313.04,0.0,Poor
